id,paragraph_id,paper_section,paper_arxiv_id,reference_label,reference_type
6938905,1,Additional Results,2503.01090v2,tab:appx_counterfact,table
6938714,41,Appendix,2406.10576v3,tab:zero_shot_llama3,table
6938769,77,Appendix,2406.10576v3,tab:hyper-params,table
6938907,1,Additional Results,2503.01090v2,tab:case_study_more,table
6938909,1,Additional Results,2503.01090v2,tab:loc_neurons_more,table
6938771,89,Appendix,2406.10576v3,tab:proj_strategy,table
6938716,41,Appendix,2406.10576v3,tab:wtf_zero_shot_llama2,table
6938914,1,Additional Results,2503.01090v2,tab:appx_recent,table
6938718,41,Appendix,2406.10576v3,tab:wtf_zero_shot_llama3,table
6938772,92,Appendix,2406.10576v3,tab:layer_diff_init,table
6938917,1,Additional Results,2503.01090v2,tab:appx_zsre,table
6938920,1,Additional Results,2503.01090v2,tab:layer_llama3_counterfact,table
6938781,99,Appendix,2406.10576v3,subtab:abl_nsamples,table
6938721,41,Appendix,2406.10576v3,tab:zero_shot_llama2,table
6938923,1,Additional Results,2503.01090v2,tab:llama3_ablation_loss_counterfact,table
6938724,41,Appendix,2406.10576v3,tab:lwo_pr_llama3,table
6938784,99,Appendix,2406.10576v3,subtab:abl_seqlen,table
6938927,1,Additional Results,2503.01090v2,tab:appx_layer_efficiency,table
6938933,1,Additional Results,2503.01090v2,tab:appx_counterfact,table
6938786,99,Appendix,2406.10576v3,subtab:abl_nsamples,table
6938725,42,Appendix,2406.10576v3,tab:wtf_zero_shot_llama2,table
6938936,1,Additional Results,2503.01090v2,tab:case_study_more,table
6938728,42,Appendix,2406.10576v3,tab:wtf_zero_shot_llama3,table
6938788,99,Appendix,2406.10576v3,subtab:abl_seqlen,table
6939035,4,Details of Metrics,2501.13468v1,tab:judgment prompt,table
6938791,99,Appendix,2406.10576v3,subtab:abl_nsamples,table
6938729,42,Appendix,2406.10576v3,tab:cmp_weight_update,table
6939038,4,Details of Metrics,2501.13468v1,tab:judgment prompt,table
6938732,42,Appendix,2406.10576v3,tab:cmp_weight_update,table
6938792,99,Appendix,2406.10576v3,subtab:abl_seqlen,table
6939040,0,Failure Case and Analyze,2501.13468v1,tab:types_score,table
6938799,2,Introduction,2503.07416v1,table: domain_ada_sota,table
6938734,47,Appendix,2406.10576v3,tab:time_consum,table
6939042,0,Failure Case and Analyze,2501.13468v1,tab:types_score,table
6938736,48,Appendix,2406.10576v3,tab:mem_req,table
6938801,2,Introduction,2503.07416v1,table: post_pre,table
6939043,1,Failure Case and Analyze,2501.13468v1,tab:types_score,table
6938807,6,Experiments,2503.07416v1,table: domain_ada_sota,table
6938739,48,Appendix,2406.10576v3,tab:mem_req,table
6939046,1,Failure Case and Analyze,2501.13468v1,tab:types_score,table
6938743,51,Appendix,2406.10576v3,tab:latency,table
6938744,51,Appendix,2406.10576v3,tab:latency,table
6938814,10,Experiments,2503.07416v1,table: post_pre,table
6939093,1,Experimental Analysis,2502.18237v1,tab:real-utility,table
6938825,14,Experiments,2503.07416v1,table: distill_sota,table
6938826,16,Experiments,2503.07416v1,table: domain_ada_abla,table
6938747,54,Appendix,2406.10576v3,tab:wtf_zero_shot_llama2,table
6939103,6,Experimental Analysis,2502.18237v1,tab:cons-sat_uncons_vs_DRL,table
6938748,54,Appendix,2406.10576v3,tab:wtf_zero_shot_llama3,table
6938830,16,Experiments,2503.07416v1,table: post_pre_abla,table
6939109,6,Experimental Analysis,2502.18237v1,tab:cons-sat-breakdown_uncons_vs_DRL,table
6938836,16,Experiments,2503.07416v1,tab:distill_abla_new,table
6938751,57,Appendix,2406.10576v3,tab:layer_ppl_results,table
6939110,6,Experimental Analysis,2502.18237v1,tab:scvc-breakdown_uncons_vs_DRL,table
6938753,60,Appendix,2406.10576v3,tab:zero_shot_llama2,table
6938838,16,Experiments,2503.07416v1,table: domain_ada_para,table
6939113,6,Experimental Analysis,2502.18237v1,tab:cvc-breakdown_uncons_vs_DRL,table
6938843,20,Experiments,2503.07416v1,table: distill_aba,table
6938755,62,Appendix,2406.10576v3,tab:lwo_pr_llama3,table
6939124,23,Experimental Analysis,2502.18237v1,tab:main_efficiency_uncons_vs_DRL,table
6939053,4,Introduction,2411.02780v1,tab:highlighted-fids,table
6938846,20,Experiments,2503.07416v1,table: r_abla,table
6939131,23,Experimental Analysis,2502.18237v1,tab:kc_efficiency_uncons_vs_DRL,table
6938847,21,Experiments,2503.07416v1,table: domain_ada_tmoe,table
6939072,1,Experiments,2411.02780v1,tab:only_noisy,table
6939081,5,Experiments,2411.02780v1,tab:clean-mix-comparison,table
6939133,25,Experimental Analysis,2502.18237v1,tab:cons-sat_Cmodels_vs_DRL,table
6939082,5,Experiments,2411.02780v1,tab:highlighted-fids,table
6938858,21,Experiments,2503.07416v1,table: domain_ada_tmoe,table
6939138,25,Experimental Analysis,2502.18237v1,tab:cons-sat-breakdown_Cmodels_vs_DRL,table
6938860,21,Experiments,2503.07416v1,table: domain_ada_router,table
6939090,9,Experiments,2411.02780v1,tab:clean-mix-comparison,table
6939141,25,Experimental Analysis,2502.18237v1,tab:scvc-breakdown_Cmodels_vs_DRL,table
6939092,15,Experiments,2411.02780v1,tab:clean-mix-comparison,table
6938877,3,More Experiments,2503.07416v1,tab:post_pre_fid,table
6939144,25,Experimental Analysis,2502.18237v1,tab:cvc-breakdown_Cmodels_vs_DRL,table
6938925,1,Experiments,2501.13468v1,tab:model_setting,table
6939094,17,Experiments,2411.02780v1,tab:clean-mix-comparison,table
6939187,14,Results,2410.02384v3,tab:baseline_R_full,table
6939146,41,Experimental Analysis,2502.18237v1,tab:main_efficiency_Cmodels_vs_DRL,table
6939261,0,More comparisons between SuperMentor and baselines,2410.02384v3,tab:baseline_R_full,table
6938934,4,Experiments,2501.13468v1,tab:model_comparison,table
6939148,41,Experimental Analysis,2502.18237v1,tab:kc_efficiency_Cmodels_vs_DRL,table
6938937,5,Experiments,2501.13468v1,tab:types_score,table
6939263,0,More comparisons between SuperMentor and baselines,2410.02384v3,tab:baseline_V,table
6939155,43,Experimental Analysis,2502.18237v1,tab:runtime_avg,table
6939270,2,Relationship between mentor generalization and natural adversarial samples,2410.02384v3,tab:natural_adv,table
6939226,14,Introduction,2406.06984v3,tab:expnoent_bounds,table
6938938,7,Experiments,2501.13468v1,tab:benchmark_comparison,table
6939161,43,Experimental Analysis,2502.18237v1,tab:runtime_appdx,table
6939249,4,Hyperparameter Search,2502.18237v1,tab:best_hyperparam_configs,table
6939228,15,Introduction,2406.06984v3,tab:epsilon-Tree,table
6939283,1,SuperMentor in real-world practice,2410.02384v3,tab:nct,table
6939230,8,General framework,2406.06984v3,tab:epsilon-Tree,table
6939239,10,Multiset   stability,2406.06984v3,ReluMoments,table
6939253,4,Synthetic data quality.,2502.18237v1,tab:cons-sat-breakdown_uncons_vs_DRL,table
6939338,5,Experiments,2508.09974v1,tab:main2,table
6939255,4,Synthetic data quality.,2502.18237v1,tab:scvc-breakdown_uncons_vs_DRL,table
6939241,13,Multiset   stability,2406.06984v3,tab:expnoent_bounds,table
6939243,13,Multiset   stability,2406.06984v3,tab:expnoent_bounds,table
6939342,8,Experiments,2508.09974v1,tab:abla2,table
6939345,32,Experiments,2406.06984v3,tab:tu_datasets,table
6939258,4,Synthetic data quality.,2502.18237v1,tab:cvc-breakdown_uncons_vs_DRL,table
6939348,0,Proof of Theorem 1,2508.09974v1,thm:main_thm,table
6939262,6,Linear vs. QFLRA Constraints,2502.18237v1,tab:cons-sat-breakdown_Cmodels_vs_DRL,table
6939349,32,Experiments,2406.06984v3,tab:tu_datasets,table
6939351,0,Experiment Details,2508.09974v1,tab:hyper1,table
6939352,34,Experiments,2406.06984v3,tab:lrgb_datasets,table
6939354,34,Experiments,2406.06984v3,tab:epsilon-Tree,table
6939265,6,Linear vs. QFLRA Constraints,2502.18237v1,tab:scvc-breakdown_Cmodels_vs_DRL,table
6939353,0,Experiment Details,2508.09974v1,tab:hyper2,table
6939266,6,Linear vs. QFLRA Constraints,2502.18237v1,tab:cvc-breakdown_Cmodels_vs_DRL,table
6939357,36,Experiments,2406.06984v3,tab:lrgb_datasets,table
6939356,1,Experiment Details,2508.09974v1,tab:datastat,table
6939364,40,Experiments,2406.06984v3,tab:pep_struct_params,table
6939413,17,Multiset embeddings analysis proofs,2406.06984v3,thm:Smooth,table
6939268,47,Linear vs. QFLRA Constraints,2502.18237v1,tab:utility_and_stddevs_f1_Cmodels_vs_DRL,table
6939502,8,Experimental Results,2409.03733v2,tab:model_performance_results,table
6939271,47,Linear vs. QFLRA Constraints,2502.18237v1,tab:utility_and_stddevs_weightedf1_Cmodels_vs_DRL,table
6939421,10,Experiments,2405.16720v3,tab:model_fluency_evaluation,table
6939577,3,Analysis,2409.03733v2,tab:model_performance_results,table
6939431,12,Experiments,2405.16720v3,tab:gpt2-xl-initialization-ablation,table
6939273,47,Linear vs. QFLRA Constraints,2502.18237v1,tab:utility_and_stddevs_auc_Cmodels_vs_DRL,table
6939630,4,Additional Experiments,2410.11287v2,thm:main,table
6939276,47,Linear vs. QFLRA Constraints,2502.18237v1,tab:kc_efficiency_Cmodels_vs_DRL,table
6939438,13,Experiments,2405.16720v3,tab:beta-ablation,table
6939632,4,Additional Experiments,2410.11287v2,thm:main,table
6939447,0,Implementation Details,2405.16720v3,tab:configurations_of_memit,table
6939303,0,Sample generation time,2502.18237v1,tab:runtime_appdx,table
6939648,6,Additional Experiments,2410.11287v2,tab:ablation-beamsearch,table
6939305,0,Sample generation time,2502.18237v1,tab:runtime_appdx,table
6939448,0,Implementation Details,2405.16720v3,tab:configurations_of_memit,table
6939651,7,Additional Experiments,2410.11287v2,tab:scaling,table
6939451,0,Implementation Details,2405.16720v3,tab:configurations_of_memit,table
6939308,0,Real Data Performance,2502.18237v1,tab:real-utility,table
6939652,8,Additional Experiments,2410.11287v2,tab:case-study,table
6939310,2,Comparison between DGMs+ and LLM-based Tabular Data Generation,2502.18237v1,tab:greatvsDRL,table
6939312,2,Comparison between DGMs+ and LLM-based Tabular Data Generation,2502.18237v1,tab:greatvsDRL,table
6939454,3,Additional Experiments,2405.16720v3,tab:exp-zsre,table
6939658,8,Additional Experiments,2410.11287v2,tab:case-study,table
6939457,3,Additional Experiments,2405.16720v3,tab:exp-mcf,table
6939315,4,Comparison between DGMs+ and LLM-based Tabular Data Generation,2502.18237v1,tab:great_sampling_time,table
6939659,8,Additional Experiments,2410.11287v2,tab:case-study,table
6939318,4,Comparison between DGMs+ and LLM-based Tabular Data Generation,2502.18237v1,tab:great_sampling_time,table
6939458,3,Additional Experiments,2405.16720v3,tab:exp-wiki-full,table
6939671,0,Case studies,2410.11287v2,tab:apd-case-1,table
6939460,5,Additional Experiments,2405.16720v3,tab:exp-zsre-and-mcf,table
6939393,7,Experiments,2405.16720v3,tab:exp-zsre-and-mcf,table
6939673,0,Case studies,2410.11287v2,tab:apd-case-2,table
6939398,7,Experiments,2405.16720v3,tab:model_generalization,table
6939462,5,Additional Experiments,2405.16720v3,tab:exp-wiki,table
6939707,1, Rethinking Model Robustness  under Perturbations,2501.14319v1,tab:datasets,table
6939465,5,Additional Experiments,2405.16720v3,tab:model_generalization,table
6939467,5,Additional Experiments,2405.16720v3,tab:exp-zsre-and-mcf,table
6939401,7,Experiments,2405.16720v3,tab:model_generalization,table
6939718,4, Rethinking Model Robustness  under Perturbations,2501.14319v1,tab:image_perturb,table
6939403,8,Experiments,2405.16720v3,tab:exp-wiki,table
6939469,5,Additional Experiments,2405.16720v3,tab:exp-wiki,table
6939729,5, Rethinking Model Robustness  under Perturbations,2501.14319v1,tab:image_perturb,table
6939472,5,Additional Experiments,2405.16720v3,tab:model_generalization,table
6939405,8,Experiments,2405.16720v3,tab:exp-zsre-and-mcf,table
6939757,12, Rethinking Model Robustness  under Perturbations,2501.14319v1,tab:replica-res-assump,table
6939414,9,Experiments,2405.16720v3,tab:unrelated_knowledge,table
6939475,6,Additional Experiments,2405.16720v3,tab:unrelated_zsre_mcf,table
6939762,15, Rethinking Model Robustness  under Perturbations,2501.14319v1,tab:mixed_perturbation,table
6939476,7,Additional Experiments,2405.16720v3,tab:gpt2-xl-initialization-ablation-full,table
6939810,63,More Details about Perturbation Taxonomy,2501.14319v1,tab:configuration_rgb_imaging,table
6939763,17, Rethinking Model Robustness  under Perturbations,2501.14319v1,tab:mixed_perturbation,table
6939814,89,More Details about Perturbation Taxonomy,2501.14319v1,tab:configuration_depth_imaging,table
6939478,8,Additional Experiments,2405.16720v3,tab:beta-ablation-full,table
6939765,17, Rethinking Model Robustness  under Perturbations,2501.14319v1,tab:mixed_perturbation,table
6939480,9,Additional Experiments,2405.16720v3,tab:ablation_with_SE_full,table
6939816,12,More Details about  Benchmark,2501.14319v1,tab:configuration_rgb_imaging,table
6939784,11,CorrGS: Robust Learning under Noisy Video,2501.14319v1,tab:merged_results,table
6939817,12,More Details about  Benchmark,2501.14319v1,tab:configuration_depth_imaging,table
6939483,10,Additional Experiments,2405.16720v3,tab:zsre_case_study,table
6939787,11,CorrGS: Robust Learning under Noisy Video,2501.14319v1,tab:merged_results,table
6939486,2,Introduction,2410.11287v2,thm:main,table
6939822,12,More Details about  Benchmark,2501.14319v1,tab:configuration_rgb_imaging,table
6939790,12,CorrGS: Robust Learning under Noisy Video,2501.14319v1,table:effect_CARL,table
6939823,12,More Details about  Benchmark,2501.14319v1,tab:configuration_depth_imaging,table
6939497,0,PQM: Process Reward Model with Q-Value Rankings,2410.11287v2,sec:discussion,table
6939824,96,MPNN  Proofs,2406.06984v3,thm:epstrees,table
6939516,10,PQM: Process Reward Model with Q-Value Rankings,2410.11287v2,thm:main,table
6939826,12,More Details about  Benchmark,2501.14319v1,tab:configuration_rgb_imaging,table
6939827,104,MPNN  Proofs,2406.06984v3,thm:Smooth,table
6939828,12,More Details about  Benchmark,2501.14319v1,tab:configuration_depth_imaging,table
6939533,16,PQM: Process Reward Model with Q-Value Rankings,2410.11287v2,thm:main,table
6939829,108,MPNN  Proofs,2406.06984v3,thm:epstrees,table
6939832,15,More Details about  Benchmark,2501.14319v1,tab:slam_methods,table
6939831,116,MPNN  Proofs,2406.06984v3,thm:Smooth,table
6939553,3,Experiments,2410.11287v2,tab:exp,table
6939833,128,MPNN  Proofs,2406.06984v3,thm:Smooth,table
6939559,5,Experiments,2410.11287v2,tab:different-model,table
6939860,4,Additional Results and Analyses on  Benchmark,2501.14319v1,tab:3d-metric,table
6940010,24,Proofs and extended theory,2406.14302v3,thm:extendcdf,table
6939862,4,Additional Results and Analyses on  Benchmark,2501.14319v1,tab:mapping-coslam,table
6939570,9,Experiments,2410.11287v2,thm:main,table
6940012,50,Proofs and extended theory,2406.14302v3,lem:tcl,table
6940014,53,Proofs and extended theory,2406.14302v3,lem:tcl,table
6939586,12,Experiments,2410.11287v2,thm:main,table
6939895,1, Benchmark,2501.14319v1,tab:depth-perturb,table
6939911,1, Benchmark,2501.14319v1,tab:faster-motion-perturbation_ate_metric,table
6939896,1, Benchmark,2501.14319v1,tab:faster-motion-perturbation,table
6939591,12,Experiments,2410.11287v2,thm:main,table
6939913,1, Benchmark,2501.14319v1,tab:faster-motion-perturbation_rpe_metric,table
6939596,12,Experiments,2410.11287v2,thm:main,table
6939898,1, Benchmark,2501.14319v1,tab:trajectory-perturbation_sr_metric,table
6939914,1, Benchmark,2501.14319v1,tab:faster-motion-perturbation_sr_metric,table
6939899,1, Benchmark,2501.14319v1,tab:sensor-misalign-perturb,table
6939609,13,Experiments,2410.11287v2,tab:case-study,table
6939915,1, Benchmark,2501.14319v1,tab:motion-deviation-perturb_ate_metric,table
6939613,0,Implementation Details,2410.11287v2,tab:exp-ablation,table
6939901,1, Benchmark,2501.14319v1,tab:image_perturb_ate_metric,table
6939917,1, Benchmark,2501.14319v1,tab:motion-deviation-perturb_rpe_metric,table
6939903,1, Benchmark,2501.14319v1,tab:image_perturb_rpe_metric,table
6939904,1, Benchmark,2501.14319v1,tab:image_perturb_sr_metric,table
6939616,1,Additional Experiments,2410.11287v2,tab:ablation-apd,table
6939921,1, Benchmark,2501.14319v1,tab:sensor-misalign-perturb_ate_metric,table
6939624,4,Additional Experiments,2410.11287v2,thm:main,table
6940016,58,Proofs and extended theory,2406.14302v3,lem:dual_cause_mech,table
6939906,1, Benchmark,2501.14319v1,tab:depth-perturb_ate_metric,table
6939923,1, Benchmark,2501.14319v1,tab:sensor-misalign-perturb_rpe_metric,table
6939908,1, Benchmark,2501.14319v1,tab:depth-perturb_rpe_metric,table
6940018,61,Proofs and extended theory,2406.14302v3,lem:cauca,table
6940020,73,Proofs and extended theory,2406.14302v3,lem:liu_ident_exchg,table
6939924,1, Benchmark,2501.14319v1,tab:sensor-misalign-perturb_sr_metric,table
6940022,78,Proofs and extended theory,2406.14302v3,lem:liu_disent_cdf_params,table
6939910,1, Benchmark,2501.14319v1,tab:depth-perturb_sr_metric,table
6939926,1, Benchmark,2501.14319v1,tab:depth-perturb,table
6940033,6,Experiments,2501.15140v3,tab:main_results,table
6940075,51,Appendix,2410.11201v2,tab:attribute_set_2,table
6940087,26,A minimalistic setting,2405.16865v4,table:gridness,table
6939928,1, Benchmark,2501.14319v1,tab:faster-motion-perturbation,table
6940089,31,A minimalistic setting,2405.16865v4,table:scale,table
6940145,6,Conformal isometry in neural data,2405.16865v4,table:scale,table
6940034,8,Experiments,2501.15140v3,tab:add_new_data,table
6939930,1, Benchmark,2501.14319v1,tab:trajectory-perturbation_sr_metric,table
6940036,9,Experiments,2501.15140v3,tab:attributes,table
6940190,13,Framework,2410.01324v2,prop1,table
6939931,1, Benchmark,2501.14319v1,tab:sensor-misalign-perturb,table
6940310,3,Generalizing from ERM to population loss,2409.19800v2,lem: G is Lip,table
6940037,10,Experiments,2501.15140v3,tab:training_paradigm,table
6939933,1, Benchmark,2501.14319v1,tab:image_perturb_ate_metric,table
6940044,1,Appendix,2501.15140v3,tab:other_mllms,table
6940338,66,Proofs,2409.19800v2,lem: Li improved Lip,table
6939934,1, Benchmark,2501.14319v1,tab:image_perturb_rpe_metric,table
6940340,69,Proofs,2409.19800v2,prop: outer alg,table
6940045,2,Appendix,2501.15140v3,tab:ablation_attribute,table
6939936,1, Benchmark,2501.14319v1,tab:image_perturb_sr_metric,table
6940047,3,Appendix,2501.15140v3,tab:ablation_hard_negatives,table
6940343,71,Proofs,2409.19800v2,lem: inexact grad,table
6939937,1, Benchmark,2501.14319v1,tab:depth-perturb_ate_metric,table
6940351,76,Proofs,2409.19800v2,lem: inexact grad,table
6940048,4,Appendix,2501.15140v3,tab:ablation_training_stages,table
6939938,1, Benchmark,2501.14319v1,tab:depth-perturb_rpe_metric,table
6940052,5,Appendix,2501.15140v3,tab:ablation_noise,table
6940353,78,Proofs,2409.19800v2,lem: inexact grad minib,table
6939940,1, Benchmark,2501.14319v1,tab:depth-perturb_sr_metric,table
6940354,78,Proofs,2409.19800v2,lem: inexact grad,table
6940054,6,Appendix,2501.15140v3,tab:ablation_detail,table
6939941,1, Benchmark,2501.14319v1,tab:faster-motion-perturbation_ate_metric,table
6940055,13,Appendix,2501.15140v3,tab:finer,table
6940358,78,Proofs,2409.19800v2,thm: DPGD,table
6939943,1, Benchmark,2501.14319v1,tab:faster-motion-perturbation_rpe_metric,table
6940360,78,Proofs,2409.19800v2,thm: DPLocSGD,table
6940057,14,Appendix,2501.15140v3,tab:ablation_upper,table
6939945,1, Benchmark,2501.14319v1,tab:faster-motion-perturbation_sr_metric,table
6940058,15,Appendix,2501.15140v3,tab:common,table
6940061,17,Appendix,2501.15140v3,tab:distance,table
6940361,79,Proofs,2409.19800v2,lem: Li improved Lip,table
6939947,1, Benchmark,2501.14319v1,tab:motion-deviation-perturb_ate_metric,table
6940362,79,Proofs,2409.19800v2,lem: inexact grad minib,table
6940063,19,Appendix,2501.15140v3,tab:ablation_variance,table
6939948,1, Benchmark,2501.14319v1,tab:motion-deviation-perturb_rpe_metric,table
6940146,12,Preliminaries,2409.19800v2,lem: G is Lip,table
6940364,79,Proofs,2409.19800v2,lem: inexact grad,table
6940368,79,Proofs,2409.19800v2,thm: DPGD,table
6939952,1, Benchmark,2501.14319v1,tab:sensor-misalign-perturb_ate_metric,table
6940370,79,Proofs,2409.19800v2,thm: DPLocSGD,table
6940149,12,Preliminaries,2409.19800v2,lem: G is Lip,table
6939954,1, Benchmark,2501.14319v1,tab:sensor-misalign-perturb_rpe_metric,table
6940249,6,Experiments,2410.01324v2,tbl:datasets,table
6940371,80,Proofs,2409.19800v2,lem: Li improved Lip,table
6939955,1, Benchmark,2501.14319v1,tab:sensor-misalign-perturb_sr_metric,table
6940373,82,Proofs,2409.19800v2,lem: inexact grad,table
6940258,10,Experiments,2410.01324v2,tbl:performance_all,table
6940283,15,Experiments,2410.01324v2,tbl:performance_ablation,table
6939957,1, Benchmark,2501.14319v1,tab:depth-perturb,table
6940289,17,Experiments,2410.01324v2,tbl:performance_post,table
6940302,1,Technical Appendices,2410.01324v2,tbl:notations,table
6940376,82,Proofs,2409.19800v2,thm: DPGD,table
6939959,1, Benchmark,2501.14319v1,tab:faster-motion-perturbation,table
6940378,82,Proofs,2409.19800v2,thm: DPLocSGD,table
6940421,3,More Experimental Results,2410.01324v2,tbl:runtime_comparison,table
6940424,3,More Experimental Results,2410.01324v2,tbl:runtime_comparison,table
6939961,1, Benchmark,2501.14319v1,tab:trajectory-perturbation_sr_metric,table
6940439,16,More Experimental Results,2410.01324v2,tbl:performance_eer_disp,table
6940380,83,Proofs,2409.19800v2,lem: Li improved Lip,table
6939963,1, Benchmark,2501.14319v1,tab:sensor-misalign-perturb,table
6940383,86,Proofs,2409.19800v2,lem: Li improved Lip,table
6940441,16,More Experimental Results,2410.01324v2,tbl:performance_eo_disp,table
6940443,16,More Experimental Results,2410.01324v2,tbl:performance_dp_disp,table
6939965,1, Benchmark,2501.14319v1,tab:image_perturb_ate_metric,table
6940475,31,More Experimental Results,2410.01324v2,tbl:binaryanalysis,table
6940487,33,More Experimental Results,2410.01324v2,tbl:performance_ablation_eer,table
6940389,88,Proofs,2409.19800v2,prop: outer alg,table
6939967,1, Benchmark,2501.14319v1,tab:image_perturb_rpe_metric,table
6940392,89,Proofs,2409.19800v2,lem: inexact grad minib,table
6940488,33,More Experimental Results,2410.01324v2,tbl:performance_ablation_eo,table
6939968,1, Benchmark,2501.14319v1,tab:image_perturb_sr_metric,table
6940490,33,More Experimental Results,2410.01324v2,tbl:performance_ablation_dp,table
6940494,35,More Experimental Results,2410.01324v2,tbl:performance_ablation_extension_BMNIST,table
6940400,92,Proofs,2409.19800v2,lem: Li improved Lip,table
6939970,1, Benchmark,2501.14319v1,tab:depth-perturb_ate_metric,table
6940405,94,Proofs,2409.19800v2,prop: outer alg,table
6940496,35,More Experimental Results,2410.01324v2,tbl:performance_ablation_extension_DRUG,table
6940498,35,More Experimental Results,2410.01324v2,tbl:performance_ablation_extension_BIOS,table
6939972,1, Benchmark,2501.14319v1,tab:depth-perturb_rpe_metric,table
6940502,37,More Experimental Results,2410.01324v2,tbl:performance_appendix_post,table
6940513,40,More Experimental Results,2410.01324v2,tbl:hingeloss_eer,table
6940409,95,Proofs,2409.19800v2,lem: inexact grad minib,table
6939974,1, Benchmark,2501.14319v1,tab:depth-perturb_sr_metric,table
6940416,98,Proofs,2409.19800v2,lem: Li improved Lip,table
6940515,40,More Experimental Results,2410.01324v2,tbl:hingeloss_eo,table
6939976,1, Benchmark,2501.14319v1,tab:faster-motion-perturbation_ate_metric,table
6940516,40,More Experimental Results,2410.01324v2,tbl:hingeloss_dp,table
6940520,43,More Experimental Results,2410.01324v2,tbl:buffer_strategy_eer,table
6940423,102,Proofs,2409.19800v2,prop: outer alg,table
6940426,104,Proofs,2409.19800v2,lem: inexact grad minib,table
6939978,1, Benchmark,2501.14319v1,tab:faster-motion-perturbation_rpe_metric,table
6940454,114,Proofs,2409.19800v2,lem: G is Lip,table
6940521,43,More Experimental Results,2410.01324v2,tbl:buffer_strategy_eo,table
6940523,43,More Experimental Results,2410.01324v2,tbl:buffer_strategy_dp,table
6939980,1, Benchmark,2501.14319v1,tab:faster-motion-perturbation_sr_metric,table
6940529,46,More Experimental Results,2410.01324v2,tbl:gradient_last_layer,table
6940466,114,Proofs,2409.19800v2,lem: G is Lip,table
6939982,1, Benchmark,2501.14319v1,tab:motion-deviation-perturb_ate_metric,table
6940476,116,Proofs,2409.19800v2,lem: G is Lip,table
6940534,48,More Experimental Results,2410.01324v2,tbl:optimization_solver_eer,table
6940537,48,More Experimental Results,2410.01324v2,tbl:optimization_solver_eo,table
6939983,1, Benchmark,2501.14319v1,tab:motion-deviation-perturb_rpe_metric,table
6940539,48,More Experimental Results,2410.01324v2,tbl:optimization_solver_dp,table
6940486,3,Optimal DP algorithm for strongly-convex objectives,2409.19800v2,thm: DPGD,table
6939987,1, Benchmark,2501.14319v1,tab:sensor-misalign-perturb_ate_metric,table
6940493,5,Optimal DP algorithm for strongly-convex objectives,2409.19800v2,thm: DPLocSGD,table
6940553,16,Experiments,2411.00121v1,tab:ablation-why-F-Sat,table
6939988,1, Benchmark,2501.14319v1,tab:sensor-misalign-perturb_rpe_metric,table
6940556,20,Experiments,2411.00121v1,tab:ablation-F-SAT-range,table
6940505,10,Optimal DP algorithm for strongly-convex objectives,2409.19800v2,thm: DPLocSGD,table
6939989,1, Benchmark,2501.14319v1,tab:sensor-misalign-perturb_sr_metric,table
6940528,2,Auxiliary Lemma,2409.19800v2,lem: G is Lip,table
6940564,13,Appendix,2411.00121v1,tab:more_adv_attack_results,table
6940009,3,Other Potential  Directions to Explore,2501.14319v1,tab:stereo-slam-robustness-case-study,table
6940572,4,Method: Data-augmented phrase-level alignment (DPA),2405.18654v3,fig:hvg_data,table
6940591,17,Results,2405.18654v3,tab:CHAIR,table
6940530,2,Auxiliary Lemma,2409.19800v2,lem: G is Lip,table
6940011,4,Other Potential  Directions to Explore,2501.14319v1,tab:metric-covinsg,table
6940535,0,DeepFakeVox-HQ,2411.00121v1,comparision_of_dataset,table
6940594,18,Results,2405.18654v3,tab:mme,table
6940021,6,Why Do Multi-modal Large Language Models Underperform in Fine-Grained Visual Recognition?,2501.15140v3,tab:probe_textual,table
6940596,18,Results,2405.18654v3,tab:mme,table
6940544,9,Experiments,2411.00121v1,origin_results,table
6940706,118,Additional experiments and results,2405.18654v3,tab:stat_anal_gen1,table
6940744,32,Experiments: Exploring Better Synthetic Data in Practice,2410.01720v3,tab:information-gain,table
6940753,37,Experiments: Exploring Better Synthetic Data in Practice,2410.01720v3,tab:entropy-synthetic-data-diff-model,table
6940600,29,Results,2405.18654v3,tab:amber,table
6940707,118,Additional experiments and results,2405.18654v3,tab:stat_anal_hal2,table
6940603,39,Results,2405.18654v3,tab:mmhal,table
6940771,16,Decoupling $L_2$ Loss for reasoning tasks of Abelian group,2410.01779v3,eq:obj,table
6940773,17,Decoupling $L_2$ Loss for reasoning tasks of Abelian group,2410.01779v3,eq:obj,table
6940709,1,Implementation details,2405.18654v3,tab:impl_details,table
6940775,17,Decoupling $L_2$ Loss for reasoning tasks of Abelian group,2410.01779v3,eq:obj,table
6940777,17,Decoupling $L_2$ Loss for reasoning tasks of Abelian group,2410.01779v3,eq:obj,table
6940607,40,Results,2405.18654v3,tab:hallusionbench,table
6940724,11,Implementation details,2405.18654v3,fig:data_samples_supp_onesent,table
6940611,42,Results,2405.18654v3,tab:non_hall,table
6940778,17,Decoupling $L_2$ Loss for reasoning tasks of Abelian group,2410.01779v3,eq:obj,table
6940782,20,Decoupling $L_2$ Loss for reasoning tasks of Abelian group,2410.01779v3,eq:globalminimizer,table
6940726,11,Implementation details,2405.18654v3,fig:data_samples_supp_short,table
6940783,20,Decoupling $L_2$ Loss for reasoning tasks of Abelian group,2410.01779v3,eq:obj,table
